"","number","contract_name","name...3","address","banking","bonus","bike_stands","available_bike_stands","available_bikes","status","last_update","position.lat","position.lng","address_found","place_id","licence","osm_type","osm_id","osm_lat","osm_lon","class","type","place_rank","importance","addresstype","name...26","house_number","road","suburb","city","municipality","county","ISO3166-2-lvl6","state_district","state","ISO3166-2-lvl4","region","postcode","country","country_code","quarter","amenity","village","man_made","town","neighbourhood","leisure","highway","shop","hamlet","commercial","office"
"90",7041,"lyon","7041 - DOMER / CHEVREUL","Rue Domer/angle rue Chevreul",FALSE,FALSE,12,5,7,"OPEN",1698534578000,45.746681,4.844455,"Domer / Chevreul, Rue Domer, Jean-Macé, Lyon 7e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69007, France",76516094,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",354647921,"45.7466815","4.8444471","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Domer / Chevreul",NA,"Rue Domer","Jean-Macé","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69007","France","fr",NA,"Domer / Chevreul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",3090,"lyon","3090 - VINATIER","",TRUE,FALSE,20,19,0,"OPEN",1698534712000,45.741922,4.894068,"Centre hospitalier Le Vinatier, Avenue Franklin Roosevelt, Le Vinatier, Bron, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69500, France",76544473,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","way",210093986,"45.74182375","4.899410374344539","amenity","hospital",30,0.241107364224894,"amenity","Centre hospitalier Le Vinatier",NA,"Avenue Franklin Roosevelt",NA,NA,"Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69500","France","fr",NA,"Centre hospitalier Le Vinatier",NA,NA,"Bron",NA,NA,NA,NA,"Le Vinatier",NA,NA
"92",8008,"lyon","8008 - BEAUVISAGE / PRESSENSÉ","Rue du Professeur Beauvisage",FALSE,FALSE,17,17,0,"OPEN",1698534439000,45.727881,4.86355,"Beauvisage / Préssensé, Rue du Professeur Beauvisage, Beauvisage, Lyon 8e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69008, France",76619450,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","way",1029448502,"45.72789965","4.863502516834695","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Beauvisage / Préssensé",NA,"Rue du Professeur Beauvisage","Lyon 8e Arrondissement","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69008","France","fr","Beauvisage","Beauvisage / Préssensé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",3071,"lyon","3071 - BIOPARC","angle ave Rockfeller / cours Eugénie face au Bioparc",FALSE,FALSE,20,19,1,"OPEN",1698534789000,45.740492,4.888084,"Bioparc, Avenue Rockefeller, Grange Blanche, Lyon 3e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69003, France",76596423,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",362767059,"45.7404926","4.888079","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Bioparc",NA,"Avenue Rockefeller","Grange Blanche","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69003","France","fr",NA,"Bioparc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",5006,"lyon","5006 - QUAI ROMAIN ROLLAND","Face ancien Palais de Justice",TRUE,FALSE,17,17,0,"OPEN",1698534472000,45.7620452080746,4.82872732991442,"Place Paul Duquaire, Saint-Jean, Lyon 5e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69005, France",76740260,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","way",177092924,"45.7618334","4.828545740134837","highway","pedestrian",26,0.10001,"road","Place Paul Duquaire",NA,"Place Paul Duquaire","Lyon 5e Arrondissement","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69005","France","fr",NA,NA,NA,NA,NA,"Saint-Jean",NA,NA,NA,NA,NA,NA
"95",10014,"lyon","10014 - LAURENT BONNEVAY / ASTROBALLE","64 AV. MARCEL CERDAN",FALSE,FALSE,28,25,3,"OPEN",1698534719000,45.765214,4.909808,"Bonnevay, Villeurbanne, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69100, France",76707493,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","way",165356620,"45.76521837828976","4.9098738389437315","highway","unclassified",26,0.10001,"road","",NA,NA,"Bonnevay","Villeurbanne","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69100","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",10004,"lyon","10004 - TONKIN","Rue Salvador Allende / Angle promenade du Lys",FALSE,FALSE,10,4,6,"OPEN",1698534455000,45.776217,4.862636,"Tonkin, Avenue Salvador Allende, Tonkin, Villeurbanne, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69100, France",76659684,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",1362204810,"45.7762433","4.8626312","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Tonkin",NA,"Avenue Salvador Allende","Tonkin","Villeurbanne","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69100","France","fr",NA,"Tonkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",1013,"lyon","1013 - MARTINIÈRE","Rue de la Martinière",TRUE,FALSE,11,6,3,"OPEN",1698534757000,45.768223,4.827533,"46, Quai Saint-Vincent, Terreaux, Lyon 1er Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69001, France",76751175,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",2637313065,"45.7682965","4.8276023","place","house",30,9.99999999995449e-06,"place","","46","Quai Saint-Vincent","Terreaux","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69001","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",26001,"lyon","26001 - ST DIDIER","",FALSE,FALSE,17,11,6,"OPEN",1698534414000,45.791621,4.808426,"Saint-Didier - Pasteur / Saint-Cyr, Rue de Saint-Cyr, La Dargoire, Saint-Rambert, Lyon 9e Arrondissement, Saint-Didier-au-Mont-d'Or, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69370, France",76667072,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",8212639984,"45.7915872","4.8085423","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Saint-Didier - Pasteur / Saint-Cyr",NA,"Rue de Saint-Cyr","Saint-Rambert",NA,"Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69370","France","fr","La Dargoire","Saint-Didier - Pasteur / Saint-Cyr","Saint-Didier-au-Mont-d'Or",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",9010,"lyon","9010 - PISCINE DE VAISE","37 AV. SIDOINE APOLLINAIRE",FALSE,FALSE,19,2,17,"OPEN",1698534669000,45.771034,4.79644,"Piscine de Vaise, Avenue Sidoine Apollinaire, Gorge de Loup, Lyon 9e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69009, France",76813585,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",1332345106,"45.771017","4.7964932","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Piscine de Vaise",NA,"Avenue Sidoine Apollinaire","Gorge de Loup","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69009","France","fr",NA,"Piscine de Vaise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",6028,"lyon","6028 - RÉCAMIER / TÊTE D'OR","Angle rue Tête d'Or",FALSE,FALSE,16,6,10,"OPEN",1698534518000,45.764345,4.853492,"Récamier / Tête d'Or, Rue Juliette Récamier, Les Brotteaux, Lyon 6e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69006, France",76783653,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",1391033764,"45.7643444","4.8534944","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Récamier / Tête d'Or",NA,"Rue Juliette Récamier","Les Brotteaux","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69006","France","fr",NA,"Récamier / Tête d'Or",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",10034,"lyon","10034 - DOCTEUR DAMIDOT","Devant la MJC",FALSE,FALSE,18,2,16,"OPEN",1698534683000,45.761825,4.886156,"46, Cours Docteur Jean Damidot, Grandclément, Villeurbanne, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69100, France",79344570,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",2858196903,"45.7617874","4.8859955","place","house",30,9.99999999995449e-06,"place","","46","Cours Docteur Jean Damidot","Grandclément","Villeurbanne","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69100","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",3058,"lyon","3058 - PLACE DU LAC","Face à la poste",FALSE,FALSE,19,5,14,"OPEN",1698534773000,45.758974,4.853599,"Place du Lac, Rue du Docteur Bouchut, Part-Dieu, Lyon 3e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69003, France",76729558,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",558826526,"45.7589256","4.853758","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Place du Lac",NA,"Rue du Docteur Bouchut","Part-Dieu","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69003","France","fr",NA,"Place du Lac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",6045,"lyon","6045 - BROTTEAUX / VAUBAN","44 BVD DES BROTTEAUX",TRUE,FALSE,15,9,6,"OPEN",1698534427000,45.766284,4.856848,"44, Boulevard des Brotteaux, Les Brotteaux, Lyon 6e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69006, France",76562700,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",2814288354,"45.7662552","4.8567723","place","house",30,9.99999999995449e-06,"place","","44","Boulevard des Brotteaux","Les Brotteaux","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69006","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",5047,"lyon","5047 - ALBÉRIC PONT","2B RUE DR. ALBERIC PONT",FALSE,FALSE,16,16,0,"OPEN",1698534427000,45.753452,4.804401,"2, Rue du Docteur Albéric Pont, Point du Jour, Lyon 5e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69005, France",76600579,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",4260770060,"45.7534718","4.8043484","place","house",30,9.99999999995449e-06,"place","","2","Rue du Docteur Albéric Pont","Point du Jour","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69005","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",8053,"lyon","8053 - LUMIERE / TROUILHET","6 RUE ANTOINE LUMIERE",FALSE,FALSE,16,1,15,"OPEN",1698534775000,45.743569,4.870083,"Lumière / Trouilhet, Rue Antoine Lumière, Monplaisir, Lyon 8e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69008, France",76459410,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",363527397,"45.7435679","4.8701001","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Lumière / Trouilhet",NA,"Rue Antoine Lumière","Monplaisir","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69008","France","fr",NA,"Lumière / Trouilhet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",9008,"lyon","9008 - L'ILE BARBE","3 QUAI PAUL SEDAILLAN",TRUE,FALSE,16,1,15,"OPEN",1698534415000,45.797415,4.829038,"L'île Barbe, Quai Paul Sédallian, La Sauvagère, Saint-Rambert, Lyon 9e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69009, France",76607114,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",1851931860,"45.797396","4.829081","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","L'île Barbe",NA,"Quai Paul Sédallian","Saint-Rambert","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69009","France","fr","La Sauvagère","L'île Barbe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",9046,"lyon","9046 - MANGINI","",TRUE,FALSE,24,23,1,"OPEN",1698534581000,45.790414,4.816359,"Mangini, Rue Félix Mangini, L’Industrie, Vaise, Lyon 9e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69009, France",79294684,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",8146759982,"45.7904335","4.8163907","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Mangini",NA,"Rue Félix Mangini","Vaise","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69009","France","fr","L’Industrie","Mangini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",4042,"lyon","4042 - GREGORY COUPET","94 RUE PHILIPPE DE LASALLE",FALSE,TRUE,16,13,3,"OPEN",1698534269000,45.781699,4.820596,"94, Rue Philippe de Lassalle, La Croix-Rousse, Lyon 4e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69004, France",76670003,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",2479562914,"45.7818069","4.8207426","place","house",30,9.99999999995449e-06,"place","","94","Rue Philippe de Lassalle","La Croix-Rousse","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69004","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",10053,"lyon","10053 - ROSSELINI / 11 NOVEMBRE","Bd du 11 novembre angle av. Claude Bernard",FALSE,FALSE,30,28,2,"OPEN",1698534306000,45.77939,4.863068,"Rossellini / 11 Novembre, Boulevard du 11 Novembre 1918, Tonkin, Villeurbanne, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69100, France",76615671,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",1362204803,"45.7793913","4.8630974","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Rossellini / 11 Novembre",NA,"Boulevard du 11 Novembre 1918","Tonkin","Villeurbanne","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69100","France","fr",NA,"Rossellini / 11 Novembre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",6039,"lyon","6039 - GARIBALDI / BUGEAUD","",TRUE,FALSE,20,3,17,"OPEN",1698534544000,45.766708,4.852073,"99, Rue Bugeaud, Les Brotteaux, Lyon 6e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69006, France",76620831,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",2814161506,"45.7668254","4.8523126","place","house",30,9.99999999995449e-06,"place","","99","Rue Bugeaud","Les Brotteaux","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69006","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",10110,"lyon","10110 - MÉMOIRE ET SOCIÉTÉ","20 RUE VALENTIN HAUY (VILLEURBANNE)",FALSE,FALSE,24,12,12,"OPEN",1698534335000,45.75958,4.882739,"Mémoire et Société, Rue Valentin Hauy, Grandclément, Villeurbanne, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69100, France",76621625,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",1362633742,"45.759574","4.8827382","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Mémoire et Société",NA,"Rue Valentin Hauy","Grandclément","Villeurbanne","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69100","France","fr",NA,"Mémoire et Société",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",6021,"lyon","6021 - GARIBALDI","Entre rue Crillon et rue Sully",FALSE,FALSE,11,7,4,"OPEN",1698534710000,45.770664,4.849946,"Rue Crillon, Les Brotteaux, Lyon 6e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69006, France",79310609,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",10599881029,"45.7706519","4.8499649","amenity","bicycle_parking",30,9.99999999995449e-06,"amenity","",NA,"Rue Crillon","Les Brotteaux","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69006","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",5053,"lyon","5053 - SAINT-JUST","1 PLACE DE L'ABBE LARUE",FALSE,TRUE,18,18,0,"OPEN",1698534490000,45.75597,4.818904,"Jardin Jean Choux, Place Abbé Larue, Quarantaine, Lyon 5e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69005, France",76713582,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","way",40513294,"45.755569449999996","4.819122869479637","leisure","playground",30,9.99999999995449e-06,"leisure","Jardin Jean Choux",NA,"Place Abbé Larue","Lyon 5e Arrondissement","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69005","France","fr","Quarantaine",NA,NA,NA,NA,NA,"Jardin Jean Choux",NA,NA,NA,NA,NA
"114",8058,"lyon","8058 - LONGEFER / KRUGER","10 RUE PDT P. KRUGER",FALSE,FALSE,16,9,7,"OPEN",1698534262000,45.738671,4.878117,"Longefer / Krüger, Rue Président Krüger, Transvaal, Lyon 8e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69008, France",76509621,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",1370403161,"45.7386757","4.8781232","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Longefer / Krüger",NA,"Rue Président Krüger","Transvaal","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69008","France","fr",NA,"Longefer / Krüger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2037,"lyon","2037 - PLACE DES ARCHIVES","12 COURS CHARLEMAGNE",TRUE,FALSE,40,11,29,"OPEN",1698534771000,45.747956,4.824898,"18, Rue Dugas-Montbel, Perrache, Lyon 2e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69002, France",76611004,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",2635791994,"45.7479808","4.8246142","place","house",30,9.99999999995449e-06,"place","","18","Rue Dugas-Montbel","Perrache","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69002","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",14004,"lyon","14004 - BRON - MAIRIE","",TRUE,FALSE,23,23,0,"OPEN",1698534631000,45.73403,4.908777,"5, Rue de Verdun, La Boutasse, Bron, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69500, France",76388134,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",8687850760,"45.7340567","4.9087349","place","house",30,9.99999999995449e-06,"place","","5","Rue de Verdun",NA,NA,"Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69500","France","fr",NA,NA,NA,NA,"Bron",NA,NA,NA,NA,"La Boutasse",NA,NA
"117",2026,"lyon","2026 - RÉPUBLIQUE / PAUFIQUE","Angle rue de la République",FALSE,FALSE,28,19,9,"OPEN",1698534589000,45.759379,4.835414,"République / Paufique, Rue du Professeur Louis Paufique, Bellecour, Lyon 2e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69002, France",76739745,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",349906263,"45.7593895","4.835398","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","République / Paufique",NA,"Rue du Professeur Louis Paufique","Bellecour","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69002","France","fr",NA,"République / Paufique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",22001,"lyon","22001 - STE FOY - PLACE ST LUC","",TRUE,FALSE,15,15,0,"OPEN",1698534280000,45.749588,4.800967,"Place Saint-Luc, Sainte-Foy-lès-Lyon, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69110, France",76626685,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","way",176914209,"45.749793999999994","4.800438478299461","amenity","parking",30,9.99999999995449e-06,"amenity","",NA,"Place Saint-Luc",NA,NA,"Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69110","France","fr",NA,NA,NA,NA,"Sainte-Foy-lès-Lyon",NA,NA,NA,NA,NA,NA,NA
"119",9003,"lyon","9003 - PLACE VALMY","Rue Roquette / angle rue de Bourgogne",FALSE,FALSE,16,0,16,"OPEN",1698534788000,45.775679,4.805314,"Place Valmy, Rue Roquette, Vaise, Lyon 9e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69009, France",76611327,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",1851931871,"45.775647","4.805315","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Place Valmy",NA,"Rue Roquette","Vaise","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69009","France","fr",NA,"Place Valmy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2038,"lyon","2038 - REMPARTS D'AINAY","16 RUE DES REMPARTS D'AINAY",FALSE,FALSE,24,18,6,"OPEN",1698534323000,45.753077,4.829706,"16, Rue des Remparts d'Ainay, Ainay, Lyon 2e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69002, France",76690534,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",2527317707,"45.7530659","4.829635","place","house",30,9.99999999995449e-06,"place","","16","Rue des Remparts d'Ainay","Ainay","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69002","France","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",8054,"lyon","8054 - MARTINIÈRE / MONPLAISIR","34 RUE ANTOINE LUMIERE",TRUE,FALSE,20,6,14,"OPEN",1698534210000,45.740865,4.868244,"Martinière / Monplaisir, Rue Antoine Lumière, Monplaisir, Lyon 8e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69008, France",76524013,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",247330327,"45.7408563","4.8682524","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Martinière / Monplaisir",NA,"Rue Antoine Lumière","Monplaisir","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69008","France","fr",NA,"Martinière / Monplaisir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",7039,"lyon","7039 - GUILLOTIÈRE / MADELEINE","Angle rue de la Madeleine",FALSE,FALSE,10,10,0,"OPEN",1698534217000,45.751073,4.848018,"La Partagère, Grande Rue de la Guillotière, La Guillotière, Lyon 7e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69007, France",76715205,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",5999855587,"45.7510643","4.847998","amenity","public_bookcase",30,9.99999999995449e-06,"amenity","La Partagère",NA,"Grande Rue de la Guillotière","La Guillotière","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69007","France","fr",NA,"La Partagère",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2012,"lyon","2012 - GAILLETON","3 PLACE GAILLETON",FALSE,FALSE,16,6,10,"OPEN",1698534699000,45.753455,4.833367,"Gailleton, Place Gailleton, Ainay, Lyon 2e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69002, France",76662654,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright","node",356638069,"45.7534601","4.8333704","amenity","bicycle_rental",30,9.99999999995449e-06,"amenity","Gailleton",NA,"Place Gailleton","Ainay","Lyon","Lyon","Métropole de Lyon","FR-69M","Rhône","Auvergne-Rhône-Alpes","FR-ARA","France métropolitaine","69002","France","fr",NA,"Gailleton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
